brand_name,carname,carImg,saleVolume, price,manufacturer,rank,carModel, energyType,marketTime,insure
五菱汽车,五菱荣光EV,https://p3-dcd.byteimg.com/img/motor-mis-img/02f306472eacfa1680d3211f0d5ee5b1~tplv-resize:640:0.png,830,"[10.58, 11.58]",上汽通用五菱,335,微面,纯电动,2023.09,null
沃尔沃,沃尔沃XC40,https://p3-dcd.byteimg.com/img/motor-mis-img/6a1caf1b4b697cab56088b3ebb92180c~tplv-resize:640:0.png,827,"[21.5, 30]",沃尔沃亚太,336,紧凑型SUV,48V轻混系统,2023.07,3年不限公里
捷途,捷途山海L9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b9e5ca8991bf4b4e958169de5c91d192~tplv-resize:640:0.png,826,"[16.69, 18.89]",奇瑞汽车,337,中型SUV,插电式混合动力,2023.11,4年或10万公里
哈弗,哈弗H5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fe308dc65e0c4b218cd26a55fc3b8728~tplv-resize:640:0.png,824,"[12.28, 15.78]",长城汽车,338,大型SUV,汽油,2023.08,3年或10万公里
本田,本田UR-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f475084cc3e44000a686ed8f7a955963~tplv-resize:640:0.png,818,"[19.68, 29.98]",东风本田,339,中型SUV,汽油,2023.06,3年或10万公里
大众,探岳X,https://p3-dcd.byteimg.com/img/motor-mis-img/2354614b33fc510dcae00876a4a23d77~tplv-resize:640:0.png,818,"[18.29, 22.29]",一汽-大众,340,中型SUV,汽油,2023.03,3年或10万公里
五菱汽车,五菱征程,https://p3-dcd.byteimg.com/img/motor-mis-img/14a5f4d31b2390bbe29d1e2ed5c86725~tplv-resize:640:0.png,816,"[6.43, 8.53]",上汽通用五菱,341,中大型MPV,汽油,2022.09,3年或6万公里
奥迪,奥迪Q5 e-tron,https://p3-dcd.byteimg.com/img/motor-mis-img/6a288e43d3e85af91ecebda0776126cb~tplv-resize:640:0.png,791,"[26.85, 37.75]",上汽奥迪,342,中大型SUV,纯电动,2023.04,3年或10万公里
长安,锐程PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6de734d6685c494daee1c10272206263~tplv-resize:640:0.png,787,"[8.49, 10.79]",长安汽车,343,紧凑型车,汽油,2022.09,3年或10万公里
长安,锐程CC,https://p9-dcd.byteimg.com/img/motor-mis-img/2aff6988b0a396a2fe0f26dcd73727b6~tplv-resize:640:0.png,787,"[8.99, 9.79]",长安汽车,344,紧凑型车,汽油,2021.09,3年或10万公里
智界,智界S7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0e17f8fdf5994a98aab29bf74279e0bf~tplv-resize:640:0.png,784,"[24.98, 34.98]",智界汽车,345,中大型车,纯电动,2023.11,4年或10万公里
沃尔沃,沃尔沃XC60 RECHARGE,https://p3-dcd.byteimg.com/img/motor-mis-img/fc3ab417cc4308639925ee54f86c7419~tplv-resize:640:0.png,776,"[39.09, 46.39]",沃尔沃亚太,346,中型SUV,插电式混合动力,2023.07,3年不限公里
极越,极越01,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6aeec3e3226c44e793dc6c8b3231143d~tplv-resize:640:0.png,774,"[21.99, 30.99]",极越,347,中大型SUV,纯电动,2023.10,4年或10万公里
丰田,丰田C-HR,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b0e1fef05cbb4a33be7c024e82deae95~tplv-resize:640:0.png,773,"[11.78, 15.78]",广汽丰田,348,小型SUV,汽油,2023.03,3年或10万公里
哈弗,哈弗二代大狗PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d11ce6a2cca84e77aa13a17c6b3e461e~tplv-resize:640:0.png,769,"[15.68, 16.98]",长城汽车,349,中型SUV,插电式混合动力,2023.02,6年或15万公里
吉利汽车,豪越L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/35f4fe1d9d7240879696d2d7774573d5~tplv-resize:640:0.png,756,"[11.49, 14.19]",吉利汽车,350,中型SUV,汽油,2023.11,4年或10万公里
荣威,荣威Ei5,https://p9-dcd.byteimg.com/img/motor-mis-img/f44c223bbfe4ddf0d92ef89139ae89bd~tplv-resize:640:0.png,751,"[15.28, 16.68]",上汽集团,351,紧凑型车,纯电动,2021.03,3年或10万公里
星途,星纪元 ES,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/37817ffe81ca4d6e81b819f76acb9970~tplv-resize:640:0.png,740,"[17.88, 31.98]",星途,352,中大型车,纯电动,2024.01,null
北汽制造,锐胜王牌M7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9ab40d5c662d43be9e3e28282ab17ad7~tplv-resize:640:0.png,736,"[5.88, 13.68]",北京汽车制造厂,353,中大型MPV,汽油,2022.12,3年或6万公里
江铃集团新能源,小麒麟,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d13f128f45534d52b3ea09b9214b96b2~tplv-resize:640:0.png,728,"[4.99, 5.89]",江铃集团新能源,354,微型车,纯电动,2023.08,3年或6万公里
领克,领克09 EM-P,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/43d42784c111453bb242b0f9109ddab8~tplv-resize:640:0.png,714,"[28.79, 34.78]",领克,355,中大型SUV,插电式混合动力,2024.01,5年或10万公里
魏牌,高山,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e103bde0f6544d958a6284658161c38f~tplv-resize:640:0.png,713,"[33.58, 40.58]",长城汽车,356,中大型MPV,插电式混合动力,2023.10,6年或15万公里
奔驰,奔驰EQE,https://p9-dcd.byteimg.com/img/motor-mis-img/4ea57237b66d26a84ae6dcc9adc0af6f~tplv-resize:640:0.png,712,"[33.66, 39.29]",北京奔驰,357,中大型车,纯电动,2022.08,3年不限公里
极石汽车,极石01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e61b5702879c422bb768326b2b69a896~tplv-resize:640:0.png,686,"[34.99, 35.99]",北京汽车制造厂,358,中大型SUV,增程式,2023.08,5年或10万公里
起亚,智跑,https://p3-dcd.byteimg.com/img/motor-mis-img/93ee7cb27ef156bcbacc11dc008960e1~tplv-resize:640:0.png,682,"[11.32, 13.12]",起亚,359,紧凑型SUV,汽油,2021.07,5年或10万公里
丰田,亚洲狮,https://p9-dcd.byteimg.com/img/motor-mis-img/425ce00970c41af596f5fb6d21b7fed9~tplv-resize:640:0.png,677,"[11.18, 14.98]",一汽丰田,360,紧凑型车,汽油,2023.05,3年或10万公里
丰田,凌尚,https://p3-dcd.byteimg.com/img/motor-mis-img/66e6bc900e196b8ffdb72e07bfe2b18e~tplv-resize:640:0.png,666,"[10.58, 13.48]",广汽丰田,361,紧凑型车,汽油,2023.03,3年或10万公里
马自达,马自达CX-50行也,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cd69fe0e126842e7ac2d6c942972143f~tplv-resize:640:0.png,664,"[15.98, 23.98]",长安马自达,362,紧凑型SUV,汽油,2023.05,3年或10万公里
福特,领裕,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/af5d7d24a04348fa954883a25310b018~tplv-resize:640:0.png,660,"[15.88, 20.68]",江铃福特,363,中大型SUV,汽油,2023.02,3年或10万公里
SWM斯威汽车,斯威G05,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c925af638a1c4f7fb547993f1c3de73e~tplv-resize:640:0.png,647,"[8.69, 12.98]",SWM斯威汽车,364,中型SUV,汽油,2023.01,3年或6万公里
上汽大通MAXUS,大通G10,https://p9-dcd.byteimg.com/img/motor-mis-img/0278cd781f8003a738f78e3a89038863~tplv-resize:640:0.png,646,"[12.08, 18.58]",上汽大通,365,中大型MPV,汽油,2023.03,3年或6万公里
星途,星途追风,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/04e86b0d24e647f6ae1fae3ef6b32be3~tplv-resize:640:0.png,640,"[10.29, 16.99]",星途,366,紧凑型SUV,汽油,2023.09,3年或10万公里
睿蓝汽车,睿蓝7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/64fcc4a61921451a92fba19edd358d41~tplv-resize:640:0.png,636,"[11.77, 17.37]",睿蓝汽车,367,紧凑型SUV,纯电动,2023.09,6年或15万公里
江淮瑞风,瑞风M3,https://p9-dcd.byteimg.com/img/motor-mis-img/84b7fe67cf859ba3a518ab0d3d3bf073~tplv-resize:640:0.png,633,"[6.48, 12.79]",江汽集团,368,紧凑型MPV,油电混合,2023.12,3年或10万公里
捷豹,捷豹XEL,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/738f5783073047c080a6da837c236b97~tplv-resize:640:0.png,633,"[21.98, 26.18]",奇瑞捷豹路虎,369,中型车,汽油,2023.10,3年或10万公里
腾势,腾势D9 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7751ba552d384a5aa57d20cc58876b29~tplv-resize:640:0.png,629,"[39.58, 46.58]",腾势汽车,370,中大型MPV,纯电动,2022.08,6年或15万公里
别克,昂科旗,https://p9-dcd.byteimg.com/img/motor-mis-img/bc901ffc4cc27ad809db884987ea9edc~tplv-resize:640:0.png,617,"[24.49, 30.49]",上汽通用别克,371,中大型SUV,48V轻混系统,2021.08,3年或10万公里
凯迪拉克,凯迪拉克XT6,https://p3-dcd.byteimg.com/img/motor-mis-img/6d647af5a9e836b52664a4b0e679b4ea~tplv-resize:640:0.png,613,"[33.77, 47.77]",上汽通用凯迪拉克,372,中大型SUV,48V轻混系统,2021.08,3年不限公里
荣威,CLEVER,https://p3-dcd.byteimg.com/img/motor-mis-img/0df783917aab490ada07cd607aa9dedf~tplv-resize:640:0.png,612,"[5.99, 5.99]",上汽集团,373,微型车,纯电动,2022.03,3年或10万公里
东风风光,风光500,https://p3-dcd.byteimg.com/img/motor-mis-img/e70c2c39ab8b0a1e6e4d38c67e96c92f~tplv-resize:640:0.png,607,"[6.18, 8.58]",东风小康,374,紧凑型SUV,汽油,2021.08,7年或15万公里
雪佛兰,探界者,https://p3-dcd.byteimg.com/img/motor-mis-img/d0cade284d533a6e482e19d58e728e01~tplv-resize:640:0.png,605,"[13.99, 19.49]",上汽通用雪佛兰,375,中型SUV,汽油,2023.05,3年或10万公里
东风风光,风光MINIEV,https://p3-dcd.byteimg.com/img/motor-mis-img/d7c240b7c803e1ce776dddab51d26248~tplv-resize:640:0.png,595,"[3.26, 5.91]",东风小康,376,微型车,纯电动,2022.03,3年或10万公里
雪佛兰,开拓者,https://p9-dcd.byteimg.com/img/motor-mis-img/87022b02e646f4a4204f2cb8f323d5ca~tplv-resize:640:0.png,586,"[19.49, 26.69]",上汽通用雪佛兰,377,中大型SUV,48V轻混系统,2023.07,3年或10万公里
大众,ID.6 X,https://p3-dcd.byteimg.com/img/motor-mis-img/bc5400d7759589d05ac39a0f52362327~tplv-resize:640:0.png,580,"[21.29, 27.94]",上汽大众,378,中大型SUV,纯电动,2023.04,3年或10万公里
大众,ID.6 CROZZ,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bfe72d8d82e24fab93410c6b07179b38~tplv-resize:640:0.png,575,"[19.59, 27.39]",一汽-大众,379,中大型SUV,纯电动,2023.09,3年或10万公里
大运,远志M1,https://p3-dcd.byteimg.com/img/motor-mis-img/1391df865bb70731fc6a7ad8cce7f124~tplv-resize:640:0.png,570,"[17.78, 28.88]",大运汽车,380,中型MPV,纯电动,2023.11,3年或12万公里
长安,长安UNI-K 智电iDD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f7960d1c00c644449d528cf7b5d922ec~tplv-resize:640:0.png,570,"[17.29, 21.59]",长安汽车,381,中型SUV,插电式混合动力,2024.01,3年或12万公里
长安,长安UNI-V 智电iDD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6ac66805601f4925995bbfd2f85e2af4~tplv-resize:640:0.png,560,"[12.99, 14.29]",长安汽车,382,紧凑型车,插电式混合动力,2023.02,3年或12万公里
合创汽车,合创V09,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7326212aa38e48f4983959b242a74c05~tplv-resize:640:0.png,555,"[31.88, 43.88]",合创汽车,383,中大型MPV,纯电动,2023.10,6年或15万公里
斯柯达,柯米克GT,https://p3-dcd.byteimg.com/img/motor-mis-img/b107ac26e249c23a271698a4c770fb62~tplv-resize:640:0.png,548,"[11.99, 11.99]",上汽大众斯柯达,384,小型SUV,汽油,2023.11,3年或10万公里
捷豹,捷豹E-PACE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1e15311a8df14f7b9e95bdbc308c9eb1~tplv-resize:640:0.png,548,"[17.38, 22.1]",奇瑞捷豹路虎,385,紧凑型SUV,48V轻混系统,2023.08,3年或10万公里
红旗,红旗HS7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d88db156ed514c43a111d5f57a4e797d~tplv-resize:640:0.png,547,"[25.58, 33.58]",一汽红旗,386,中大型SUV,48V轻混系统,2023.08,4年或10万公里
吉利几何,吉利几何A,https://p3-dcd.byteimg.com/img/motor-mis-img/ef638ed8ed491bd5bb2a12337d91faa9~tplv-resize:640:0.png,547,"[10.98, 19.78]",吉利几何,387,紧凑型车,纯电动,2023.08,4年或15万公里
五菱汽车,五菱星云,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8e1e7ccb63a5461ca752b715b97dcba2~tplv-resize:640:0.png,544,"[7.68, 9.28]",上汽通用五菱,388,紧凑型SUV,油电混合,2023.09,3年或10万公里
东风风行,风行T5,https://p9-dcd.byteimg.com/img/motor-mis-img/f064dda2650019f6c0ba1e1f1a96135c~tplv-resize:640:0.png,541,"[5.99, 13.49]",东风风行,389,紧凑型SUV,汽油,2023.11,8年或16万公里
大众,探影,https://p3-dcd.byteimg.com/img/motor-mis-img/1f13ff8a44ab52143390f45ff0a7b8b5~tplv-resize:640:0.png,540,"[7.89, 12.39]",一汽-大众,390,小型SUV,汽油,2023.09,3年或10万公里
江淮汽车,江淮A5 PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e5430a14461b4eb6abff5a4265b9dd3a~tplv-resize:640:0.png,537,"[6.28, 13.68]",江汽集团,391,紧凑型车,汽油,2023.06,3年或10万公里
北汽制造,元宝,https://p3-dcd.byteimg.com/img/motor-mis-img/99bb51329fafa5120ad763c8e97a3c22~tplv-resize:640:0.png,536,"[2.97, 5.19]",北京汽车制造厂,392,微型车,纯电动,2023.03,3年或10万公里
奇瑞新能源,艾瑞泽e,https://p3-dcd.byteimg.com/img/motor-mis-img/801fac00fa4a0818fc25e1fc20372dda~tplv-resize:640:0.png,534,"[15.28, 15.78]",奇瑞新能源,393,紧凑型车,纯电动,2023.08,1年或12万公里
智己汽车,智己LS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/54f6f3a1df194fefb451ad6404921f0a~tplv-resize:640:0.png,532,"[27.98, 44.98]",智己汽车,394,中大型SUV,纯电动,2023.06,5年或15万公里
奔驰,奔驰GLA,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f5250605939847669751019a51b8cf19~tplv-resize:640:0.png,523,"[18.49, 26.36]",北京奔驰,395,紧凑型SUV,汽油,2023.11,3年不限公里
中国重汽VGV,VGV U70Pro,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0e43fe1bec5648d3bbedddad25f4e46d~tplv-resize:640:0.png,510,"[7.78, 11.58]",中国重汽VGV,396,中型SUV,汽油,2022.10,7年或15万公里
江淮钇为,钇为3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d3b291d46e574b7db4455249b26a1887~tplv-resize:640:0.png,509,"[8.99, 12.59]",江汽集团,397,小型车,纯电动,2023.06,null
奥迪,奥迪Q6,https://p3-dcd.byteimg.com/img/motor-mis-img/f2c6590230ea9e5dafc638dfb7091ab0~tplv-resize:640:0.png,507,"[43.96, 57.56]",上汽奥迪,398,中大型SUV,汽油,2024.01,3年或10万公里
SWM斯威汽车,斯威G01,https://p9-dcd.byteimg.com/img/motor-mis-img/ebaf0a6393b02410b033ae200675abdc~tplv-resize:640:0.png,504,"[26.98, 26.98]",SWM斯威汽车,399,紧凑型SUV,汽油,2022.09,3年或6万公里
凯迪拉克,凯迪拉克CT6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1effd18860ed46a9873ed3b7e2552f7b~tplv-resize:640:0.png,503,"[32.47, 42.47]",上汽通用凯迪拉克,400,中大型车,汽油,2023.05,3年不限公里
标致,标致5008,https://p3-dcd.byteimg.com/img/motor-mis-img/1c52368ba37e8b4015e2014021d98abd~tplv-resize:640:0.png,501,"[17.77, 23.37]",东风标致,401,中型SUV,汽油,2022.11,5年或15万公里
荣威,荣威eRX5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e6c1c61db1b244cd87614a65ebe5ac0e~tplv-resize:640:0.png,495,"[12.79, 16.28]",上汽集团,402,紧凑型SUV,插电式混合动力,2022.08,3年或10万公里
五菱汽车,凯捷Victory,https://p9-dcd.byteimg.com/img/motor-mis-img/5fff844965c8fbb2cb26be058db9e276~tplv-resize:640:0.png,493,"[7.58, 13.98]",上汽通用五菱,403,紧凑型MPV,汽油,2023.11,3年或10万公里
丰田,奕泽IZOA,https://p3-dcd.byteimg.com/img/motor-mis-img/032f79481ca76533e7a56d98770ad4e3~tplv-resize:640:0.png,477,"[11.98, 15.98]",一汽丰田,404,小型SUV,汽油,2023.05,3年或10万公里
凌宝汽车,凌宝Uni,https://p3-dcd.byteimg.com/img/motor-mis-img/f0549e706e22b4bef069b9e470c55ff3~tplv-resize:640:0.png,473,"[2.98, 4.18]",吉麦新能源,405,微型车,纯电动,2023.03,3年或10万公里
荣威,荣威RX9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7118e0bee36049a283022e08e4995b36~tplv-resize:640:0.png,471,"[17.58, 24.38]",上汽集团,406,中大型SUV,汽油,2023.03,3年或10万公里
奥迪,奥迪Q3 Sportback,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5bcc38dbfe224058a45bfccef3d561c4~tplv-resize:640:0.png,469,"[22.82, 28.22]",一汽-大众奥迪,407,紧凑型SUV,汽油,2023.08,3年或10万公里
哈弗,哈弗H9,https://p3-dcd.byteimg.com/img/motor-mis-img/f4d73dc8d64af9db71aa8ab11543b329~tplv-resize:640:0.png,466,"[20.98, 27.48]",长城汽车,408,中大型SUV,汽油,2021.09,3年或10万公里
蔚来,蔚来ET7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/92006669007e4306aca312150cf83bff~tplv-resize:640:0.png,466,"[42.8, 50.6]",蔚来,409,中大型车,纯电动,2023.04,3年或12万公里
大众,途观L PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/78839f72969927901241f358c5115d2c~tplv-resize:640:0.png,459,"[22.61, 23.7]",上汽大众,410,中型SUV,插电式混合动力,2022.08,3年或10万公里
林肯,飞行家,https://p3-dcd.byteimg.com/img/motor-mis-img/ad53b550ad2645d145836079677486ca~tplv-resize:640:0.png,458,"[48.88, 75.38]",长安林肯,411,中大型SUV,汽油,2023.09,5年或14万公里
日产,ARIYA 艾睿雅,https://p9-dcd.byteimg.com/img/motor-mis-img/c16b1a2dfa6203ff91b2a3d20e20bceb~tplv-resize:640:0.png,450,"[14.99, 22.79]",东风日产,412,紧凑型SUV,纯电动,2023.07,3年或10万公里
宝马,宝马5系PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8521fc33fb8d466b877428ce30a763db~tplv-resize:640:0.png,446,"[43.3, 46.45]",华晨宝马,413,中大型车,插电式混合动力,2022.08,3年或10万公里
奔腾,奔腾M9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/87923bd1a148439abd86c047bdd7dc6d~tplv-resize:640:0.png,442,"[22.98, 24.98]",一汽奔腾,414,中大型MPV,48V轻混系统,2023.04,3年或10万公里
宝马,宝马iX1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/95a97101ab9a485e88774be29273a9ea~tplv-resize:640:0.png,441,"[23.11, 29.98]",华晨宝马,415,null,null,null,null
高合,高合HiPhi Y,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/02a6f8405b524d1a93e0369ea420f578~tplv-resize:640:0.png,439,"[33.9, 45.9]",华人运通,416,中大型SUV,纯电动,2023.07,5年或15万公里
昊铂,昊铂GT,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9e69c314c8674619b07ab21da1c9f31b~tplv-resize:640:0.png,435,"[21.99, 33.99]",广汽埃安新能源,417,中大型车,纯电动,2023.07,null
凯迪拉克,IQ锐歌,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5b605a25ad8a418bb3cdadd026658e20~tplv-resize:640:0.png,431,"[29.77, 41.97]",上汽通用凯迪拉克,418,中大型SUV,纯电动,2023.11,2年或5万公里
上汽大通MAXUS,大家9,https://p9-dcd.byteimg.com/img/motor-mis-img/149f3cd713fb650b0414ba133fad555a~tplv-resize:640:0.png,430,"[26.99, 41.99]",上汽大通,419,中大型MPV,纯电动,2023.06,3年或10万公里
江铃集团新能源,羿,https://p3-dcd.byteimg.com/img/motor-mis-img/c53f4e31b5bc85aa0d8c14dec47cac09~tplv-resize:640:0.png,409,"[11.88, 19.98]",江铃集团新能源,420,紧凑型车,纯电动,2023.02,3年或6万公里
岚图,岚图梦想家 EV,https://p9-dcd.byteimg.com/img/motor-mis-img/f555a18ac28d80c7e938d27b137da439~tplv-resize:640:0.png,406,"[36.99, 68.99]",岚图汽车,421,中大型MPV,纯电动,2023.12,5年或10万公里
沃尔沃,沃尔沃S90 RECHARGE,https://p3-dcd.byteimg.com/img/motor-mis-img/30c75f1e8d46ba045e0078395194ddb8~tplv-resize:640:0.png,405,"[37.99, 46.89]",沃尔沃亚太,422,中大型车,插电式混合动力,2023.06,3年不限公里
名爵,MG6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/394b1cd9e0fd48bd983858c13464536c~tplv-resize:640:0.png,404,"[9.48, 11.38]",上汽集团,423,紧凑型车,汽油,2023.04,3年或10万公里
创维汽车,创维HT-i,https://p3-dcd.byteimg.com/img/motor-mis-img/7f6a5a194cb36018cb6e25a5f1a0b9e9~tplv-resize:640:0.png,400,"[12.98, 31.68]",创维汽车,424,中型SUV,插电式混合动力,2023.12,5年或15万公里
岚图,岚图追光,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/45e0ac325fd04a4e8b1ce482ce1be56e~tplv-resize:640:0.png,399,"[32.29, 38.59]",岚图汽车,425,中大型车,纯电动,2023.04,5年或10万公里
欧拉,欧拉芭蕾猫,https://p9-dcd.byteimg.com/img/motor-mis-img/0bedfedf47aa941755f9ae70f4b0233b~tplv-resize:640:0.png,397,"[14.98, 17.98]",长城汽车,426,紧凑型车,纯电动,2023.04,4年或15万公里
斯柯达,速派,https://p3-dcd.byteimg.com/img/motor-mis-img/2b48a7e90d9cc764cb4828a3de87e1f4~tplv-resize:640:0.png,395,"[17.49, 19.49]",上汽大众斯柯达,427,中型车,汽油,2023.11,3年或10万公里
东风风光,风光380,https://p3-dcd.byteimg.com/img/motor-mis-img/e87c65ae4c1e522f6a6e6c7eb2ed110d~tplv-resize:640:0.png,395,"[5.28, 6.08]",东风小康,428,微面,汽油,2022.06,3年或6万公里
曹操汽车,曹操60,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d25c6d42c41f4df7be164b6df938d985~tplv-resize:640:0.png,392,"[11.98, 15.58]",曹操汽车,429,紧凑型车,纯电动,2023.03,null
江铃集团新能源,易至EV3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/85b368807a6e4a4384b8b605eebe55bf~tplv-resize:640:0.png,386,"[5.28, 8.28]",江铃集团新能源,430,微型车,纯电动,2023.10,3年或6万公里
东风风行,风行T5 EVO,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6be1a593a1ee4ab4b742d25602fa2f8f~tplv-resize:640:0.png,381,"[9.49, 13.49]",东风风行,431,紧凑型SUV,汽油,2023.05,8年或16万公里
斯柯达,柯珞克,https://p3-dcd.byteimg.com/img/motor-mis-img/f2176b645be4a6b2cb11efbd76de5b0f~tplv-resize:640:0.png,370,"[14.99, 15.89]",上汽大众斯柯达,432,紧凑型SUV,汽油,2023.10,3年或10万公里
蔚来,蔚来EC7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/885a4f39f1d84a7aadde3c114219c1dd~tplv-resize:640:0.png,368,"[45.8, 54.8]",蔚来,433,中大型SUV,纯电动,2022.12,3年或12万公里
本田,皓影 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fede19012b59405dbaf2cb12c3700cc0~tplv-resize:640:0.png,368,"[20.38, 24.49]",广汽本田,434,紧凑型SUV,插电式混合动力,2023.06,3年或10万公里
江淮汽车,江淮QX PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5901534bebac4251a0136474f5411173~tplv-resize:640:0.png,360,"[12.69, 19.39]",江汽集团,435,紧凑型SUV,插电式混合动力,2023.09,3年或10万公里
雪铁龙,天逸 C5 AIRCROSS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c93b0bba962f40328e628f302b03c6d6~tplv-resize:640:0.png,359,"[14.77, 16.47]",东风雪铁龙,436,紧凑型SUV,汽油,2023.08,5年或15万公里
起亚,起亚EV5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c0e92457a3c418d96d170d35af6afd6~tplv-resize:640:0.png,347,"[14.98, 17.48]",起亚,437,紧凑型SUV,纯电动,2023.11,5年或10万公里
凯翼,炫界Pro EV,https://p9-dcd.byteimg.com/img/motor-mis-img/297b50a8f659602e2fd62223e67c0c2a~tplv-resize:640:0.png,346,"[11.99, 17.66]",凯翼汽车,438,紧凑型SUV,纯电动,2023.09,3年或10万公里
坦克,坦克500,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5000e8f30e924e12a70153d236ad1d89~tplv-resize:640:0.png,345,"[33.5, 39.5]",长城汽车,439,中大型SUV,48V轻混系统,2023.03,5年或15万公里
标致,标致508L,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e3b8a7573b784ab388129d474b434366~tplv-resize:640:0.png,340,"[15.87, 20.27]",东风标致,440,中型车,汽油,2023.08,5年或15万公里
长安启源,长安启源Q05,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d89973a091064602a82752ce8274ef5a~tplv-resize:640:0.png,338,"[10.79, 13.79]",长安启源,441,紧凑型SUV,插电式混合动力,2023.12,3年或15万公里
凯迪拉克,凯迪拉克CT4,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/5312e1be61924f1988aaf45a2d8bfbb0~tplv-resize:640:0.png,336,"[18.47, 22.47]",上汽通用凯迪拉克,442,中型车,汽油,2022.11,3年不限里程
福特,途睿欧,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/14c65fe6c78648d98181e94d165541f1~tplv-resize:640:0.png,331,"[21.96, 24.3]",江铃福特,443,中型MPV,汽油,2023.04,3年或6万公里
东风风光,风光ix5,https://p3-dcd.byteimg.com/img/motor-mis-img/9519498106439cdc90e3620b34127cfb~tplv-resize:640:0.png,308,"[9.98, 16.59]",东风小康,444,中型SUV,汽油,2022.05,7年或15万公里
福特,福特电马,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7b88c973a0d548a38057e70ecc07c08e~tplv-resize:640:0.png,302,"[23.98, 35.98]",长安福特,445,中型SUV,纯电动,2023.12,4年或10万公里
创维汽车,创维EV6,https://p9-dcd.byteimg.com/img/motor-mis-img/3554aee6c3f5a8b250f11db8e1b1af84~tplv-resize:640:0.png,300,"[15.68, 32.98]",创维汽车,446,中型SUV,纯电动,2023.04,5年或15万公里
